,0,length
873,"[1, 73, 14, 203, 30, 31, 7, 4, 249, 102, 126, 21, 2, 50, 26, 49, 327, 830, 2, 11, 12, 4, 20, 9, 6, 55, 78, 2838, 7, 4, 2983, 1718, 1187, 5, 144, 30, 296, 64, 34, 148, 1786, 8, 67, 49, 830, 2, 5, 57, 213, 85, 74, 8, 2, 98]",54
874,"[1, 13, 805, 8, 30, 3127, 5, 911, 2971, 21, 258, 546, 11, 6, 7264, 40, 1110, 13, 657, 13, 62, 28, 839, 61, 5726, 5, 2, 2, 2, 13, 9417, 8, 32, 7, 4, 87, 156, 11, 14, 20, 279, 12, 304, 6, 2461, 39, 2, 8, 391, 4, 3395, 7, 14, 20]",54
875,"[1, 146, 24, 6, 20, 3011, 21, 13, 81, 124, 12, 9, 254, 8, 376, 6, 65, 11, 1542, 234, 5, 2514, 129, 311, 83, 4, 109, 3236, 23, 4599, 127, 14, 5, 53, 54, 25, 26, 149, 6, 52, 20, 25, 92, 181, 12, 8, 130, 14, 9, 89, 13, 421, 149, 14, 22, 12, 9, 2009, 2, 5, 4, 304, 23, 141, 406, 2432, 15, 25, 235, 25, 26, 23, 4, 1311, 19, 90, 10, 10, 66, 267, 930, 8, 67, 51, 1127, 2474, 443, 2548, 304, 178, 23, 11, 4, 705, 73, 224]",96
876,"[1, 103, 319, 14, 418, 7, 595, 25, 80, 124, 138, 4, 1278, 23, 4, 317, 499, 7, 4, 890, 14, 20, 9, 35, 1557, 57, 2, 4, 640, 48, 14, 9, 4, 208, 681, 18, 12, 26, 669, 1492, 1273, 44, 8755, 5, 81, 717, 101, 2845, 347, 33, 32, 607, 4, 278, 5, 79, 1819, 25, 238, 358, 14, 20, 112, 484, 1053, 382]",66
877,"[1, 13, 28, 57, 326, 138, 316, 4169, 14, 20, 8, 683, 12, 1244, 6, 4995, 35, 755, 9, 43, 5093, 13, 384, 51, 334, 100, 36, 28, 93, 18, 6, 755, 95, 1203, 615, 13, 104, 12, 144, 28, 69, 6, 755, 8939, 2, 560, 1400, 316, 71, 32, 170, 8, 79, 2984, 5, 95, 6, 117, 1105, 5, 1584, 12, 1584, 4, 130, 7, 2, 60, 151, 4, 22, 675, 23, 86, 31, 16, 1479, 5, 4, 333, 31, 16, 3245, 12, 16, 131, 775, 7, 253, 10, 10, 693, 158]",93
878,"[1, 14, 16, 6, 87, 20, 5, 2277, 18, 4, 436, 223, 63, 31, 152, 67, 76, 7, 1627, 61, 322, 5, 13, 5, 1119, 291, 154, 492, 447, 12, 60, 151, 25, 69, 35, 2, 7, 89, 12, 62, 130, 12, 3501, 8, 30, 6, 253, 1311, 5, 4, 477, 277, 770, 178, 50, 144, 30, 53, 102, 40, 14]",61
879,"[1, 13, 188, 6, 171, 919, 46, 7, 14, 31, 53, 74, 6, 176, 7, 85, 38, 446, 1290, 4, 194, 1693, 16, 6, 2, 5, 397, 8, 67, 6, 176, 7, 45, 1385, 16, 253, 17, 16, 397, 8, 67, 49, 7, 2, 2, 2, 14, 286, 4, 5673, 7, 2, 5, 611, 21, 12, 286, 6, 964, 912, 17, 49, 1467]",63
880,"[1, 87, 20, 13, 197, 12, 62, 115, 30, 17, 52, 17, 12, 16, 87, 318, 302, 87, 65, 194, 919, 12, 161, 193, 410, 615, 63, 9, 138, 13, 104, 12, 952, 38, 73, 60, 4, 116, 16, 1238, 52, 444, 6, 55, 163, 5, 518, 2860, 65]",49
881,"[1, 9, 307, 195, 6039, 9, 307, 195, 13, 423, 4, 769, 21, 13, 435, 11, 19, 4, 6615, 8, 67, 775, 7, 6349, 893, 2, 1105, 13, 16, 685, 50, 887, 8, 30, 53, 1105, 262, 2]",38
882,"[1, 2814, 2, 9, 6, 55, 1020, 284, 37, 93, 6, 666, 1323, 34, 399, 14, 22, 12, 152, 60, 216, 491, 8, 112, 163, 4, 118, 681, 8, 1634, 12, 9, 379]",33
883,"[1, 160, 530, 1146, 34, 2, 3294, 37, 299, 4111, 9948, 6, 1002, 1951, 19, 4879, 5567, 7, 2024, 1484, 13, 427, 119, 102, 1951, 19, 4, 4879, 5513, 5, 13, 286, 685, 19, 744, 7, 4, 455, 2544, 103, 2676, 13, 64, 657, 4, 20, 69, 77, 626, 2253, 86]",51
884,"[1, 6, 430, 37, 2, 8321, 745, 7, 4, 2, 4955, 76, 8, 27, 189, 6, 5882, 2, 2, 2, 11, 4, 4738, 13, 1033, 296, 14, 11, 6, 707, 11, 63, 171, 7, 4, 1537, 71, 928, 11, 9792, 21, 754, 316, 697, 44, 8321, 745, 5, 4, 5882, 2, 8239, 545, 441, 1139, 5, 1863]",57
885,"[1, 13, 161, 66, 459, 18, 14, 69, 36, 1840, 3767, 7, 4, 212, 2764, 5, 2462, 23, 4, 905, 4345, 1409, 7, 4, 229, 14, 238, 28, 77, 2640, 10, 10, 4, 53, 4, 22, 435, 23, 4, 329, 13, 423, 4, 2311, 2, 29, 127, 28, 221, 183, 8, 135, 21, 240, 82, 6, 2, 9902, 3399, 10, 10, 342, 158]",63
886,"[1, 73, 13, 215, 135, 13, 2721, 258, 14, 346, 8, 30, 179, 856, 21, 260, 296, 12, 754, 457, 211, 237, 94, 1343, 617, 23, 2, 207, 1391, 35, 3129, 7, 4, 606, 114, 791, 5, 635, 7, 4, 1186, 1353, 2, 9071, 8670, 6, 1156, 1577, 8, 4, 2385]",51
887,"[1, 119, 5, 406, 1287, 9, 31, 7, 148, 540, 3757, 540, 917, 540, 3943, 1554, 63, 9, 38, 578, 15, 4, 1090, 2, 39, 94, 2, 5, 2, 9, 724, 72, 24, 290, 4121, 14, 2342, 509, 497, 8, 2, 175, 1096, 347, 175, 2, 2, 175, 6738, 861, 2, 83, 31, 22, 19, 35, 3819, 7, 4404, 18, 231, 4, 1328, 1183, 11, 346, 2, 595, 209, 4, 8776, 63, 184, 76, 43, 889, 595]",77
888,"[1, 207, 110, 14, 20, 33, 222, 709, 211, 5, 13, 131, 462, 175, 58, 4, 20, 9, 44, 89, 35, 1089, 5, 8049, 132, 429, 32, 3986, 70, 9118, 4, 436, 120, 532, 5669, 1510, 10, 10, 14, 20, 9, 18, 32, 84, 37, 40, 6, 163, 20, 10, 10, 4, 206, 5, 212, 9, 73, 1849, 83, 6, 530, 22, 15, 13, 440, 8, 67, 23, 288, 515, 10, 10]",72
889,"[1, 5215, 250, 16, 13, 1408, 981, 8, 30, 4, 2, 2, 7, 4, 3090, 5, 16, 2, 17, 141, 4, 2096, 9, 3397, 2316, 199, 102, 28, 38, 111, 183, 170, 23, 11, 101, 348, 2122, 7, 22, 15, 17, 1167, 17, 4, 65, 9, 8, 432, 46, 12, 434, 218, 357, 10, 10, 5215, 250, 9, 6, 253, 195, 1365, 48, 25, 471, 129, 1224, 125, 159, 4, 20, 517, 900, 490, 130, 56, 19, 6, 5258, 5166, 6230, 40, 72]",83
890,"[1, 13, 69, 8, 106, 14, 20, 18, 1624, 1007, 5, 70, 64, 135, 45, 6, 601, 437, 7, 58, 54, 620, 5427, 272, 40, 35, 4191, 105, 26, 753, 172, 65, 47, 77, 579, 8137, 211, 128, 11, 85, 102, 13, 104, 285, 47, 77, 150, 301, 44, 14, 22, 21, 899, 3443, 72, 8, 901, 158, 411, 38, 357, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7682]",89
891,"[1, 10, 10, 11, 4, 1773, 7, 357, 25, 19, 4, 2, 7213, 769, 5, 4, 601, 3819, 7, 109, 943, 12, 1030, 8, 2, 6, 171, 1566, 328, 2118, 46, 50, 33, 31, 213, 13, 16, 1535, 48, 3509, 2, 1001, 1040, 4, 881]",45
892,"[1, 6, 1301, 119, 65, 2781, 7, 4, 1310, 18, 2, 3862, 2699, 23, 1619, 4603, 5, 89, 14, 9, 343, 34, 4986, 84, 8, 5702, 1417, 8, 257, 85, 4, 65, 2679, 23, 6, 2, 37, 494, 38, 76, 8, 30, 6, 2186, 1750, 17, 73, 17, 6, 52, 658, 5, 336, 6, 6492, 1475, 9, 55, 3624, 8, 90, 17, 4, 65, 4186, 75, 67, 4, 1438, 1908, 4, 2558, 11, 27, 891, 291, 1349, 5, 89, 29, 2, 19, 4, 1515, 2, 15, 393, 90, 6, 307, 5, 728, 65]",93
893,"[1, 13, 92, 66, 124, 138, 21, 13, 296, 14, 19, 179, 6, 281, 7, 5541, 2, 12, 16, 9548, 4633, 14, 9, 24, 189, 12, 152, 2337, 5, 894, 12, 16, 60, 433, 74, 13, 520, 12, 1109, 18, 63, 9, 614, 152, 353, 8, 45, 6, 4373, 212, 5, 4, 192, 13, 2, 280, 817, 13, 520, 12, 6, 241, 24, 6, 300, 14, 22, 7, 2, 11, 6, 371, 318, 96, 13, 191, 2308, 8, 28, 126, 110, 6, 22, 63, 2, 94, 532, 53, 55, 55, 78, 798]",92
894,"[1, 4, 1603, 1315, 9, 6, 2723, 212, 368, 7, 105, 1075, 11, 2, 7, 6, 147, 65, 63, 716, 6, 185, 2, 1475, 7455, 37, 304, 6, 292, 8248, 35, 1603, 1315, 5, 461, 2, 11, 6, 588, 736, 7023, 48, 25, 70, 683, 12, 15, 14, 364, 6827, 106, 1367, 57, 836, 57, 3487, 57, 453, 57, 206, 3669, 171, 163, 388, 6, 8419, 7, 1006, 5, 220, 57, 883, 4, 1603, 1315, 9, 5084, 2441, 2582, 1644, 18, 64, 4, 91, 2, 5721, 2]",87
895,"[1, 18, 6, 20, 324, 11, 3070, 504, 5, 6, 352, 329, 74, 241, 1431, 14, 117, 20, 15, 100, 1015, 6, 2, 75, 1344, 221, 863, 1212, 39, 4, 644, 7110, 538, 19, 1156, 34, 6, 177, 7, 1081, 1590, 241, 3366, 56, 2017, 8, 4, 85, 2215, 92, 30, 1595, 8, 135, 25, 423, 142]",57
896,"[1, 87, 1379, 20, 80, 24, 1741, 6, 529, 8, 563, 280, 25, 895, 8, 106, 650, 9, 1353, 5897, 74, 4342, 34, 91, 396, 1151, 23, 14, 875, 61, 64, 2157, 18, 14, 20, 9, 12, 16, 3551, 11, 328, 5, 428, 4466, 12, 69, 77, 11, 1399, 1318]",50
897,"[1, 10, 10, 14, 20, 66, 47, 164, 170, 18, 12, 19, 4, 2, 256, 34, 6345, 6759, 2858, 5295, 44, 27, 2, 5, 85, 3480, 486, 11, 6, 241, 457, 534, 20, 25, 124, 15, 36, 93, 57, 1902, 33, 32, 5, 317, 4, 595, 11, 1227, 45, 6, 437, 7, 52, 676, 5, 6, 964, 4467, 2150, 10, 10]",61
898,"[1, 710, 5, 1115, 708, 15, 9, 6, 1677, 125, 7, 2, 21, 209, 101, 1382, 5, 1663, 4, 114, 9, 647, 5, 4, 177, 186, 8, 30, 1458, 5, 7067, 8, 30, 879, 7, 14, 2934, 3198, 14, 20, 9, 6, 1156, 463, 7, 6, 78, 114, 5, 6, 55, 55, 78, 326, 32, 4, 96, 45, 6, 902, 8, 67, 52, 156, 40, 2, 5, 592, 97, 6, 581, 11, 6, 947, 40, 14]",76
899,"[1, 13, 104, 15, 43, 5289, 56, 14, 22, 106, 12, 5, 490, 169, 46, 138, 4, 116, 7, 4, 485, 109, 308, 9, 66, 66, 78, 5, 29, 47, 57, 23, 268, 3315, 1689, 45, 55, 163, 88, 7, 14, 197, 17, 9, 4, 277, 121, 2, 4, 78, 232, 466, 4, 192, 29, 9, 2, 5, 47, 2, 530]",61
900,"[1, 118, 20, 34, 230, 55, 163, 55, 2, 48, 2, 93, 6, 20, 1184, 5325, 2065, 17, 2, 4, 4112, 12, 62, 168, 40, 14, 10, 10, 530, 354, 34, 4, 177, 75, 460, 124, 39, 85, 7266, 102, 262, 2, 17, 4, 4133, 7, 2, 37, 280, 53, 299, 4, 322, 11, 14, 31, 9, 6, 227, 616, 151, 5, 7, 265, 2, 309, 17, 2, 9, 427, 1048, 10, 10, 1657, 590, 48, 14, 20, 69, 6, 2261, 2, 13, 62, 66, 40, 8, 818, 6, 2, 7, 15, 2, 3370]",94
901,"[1, 14, 20, 2617, 91, 7, 94, 58, 7656, 15, 12, 9, 4, 229, 15, 166, 4, 20, 21, 684, 50, 16, 57, 229, 54, 36, 324, 14, 437, 7, 58, 4, 1472, 166, 14, 46, 8, 30, 6, 212, 21, 4, 22, 191, 1197, 48, 12, 494, 8, 30, 6, 212, 6, 453, 6, 883, 42, 35, 206, 22, 3534, 5333, 2, 15, 8968, 5, 2, 93, 14, 20, 88, 36, 447, 4, 229, 51, 71, 36, 536, 48, 25, 40, 1024, 8968, 13, 81, 67, 879, 4150, 305]",90
902,"[1, 48, 25, 181, 8, 67, 6, 530, 239, 7, 256, 8, 3203, 19, 2809, 2852, 5, 2, 92, 106, 14, 310, 48, 25, 181, 8, 67, 6, 5598, 310, 19, 2127, 2, 2, 187, 11, 5426, 631, 2, 1955, 1333, 926, 14, 9, 4, 31, 8, 106, 45, 6, 176, 7, 253, 5, 6, 52, 7228, 8, 7086, 5, 3311, 21, 103, 14, 3409, 46, 5, 851, 4, 2280, 310, 490, 67, 4, 1474, 200, 52, 5, 87, 1337, 127, 1331, 590, 128, 74, 1620, 2, 5, 4, 604]",90
903,"[1, 1654, 47, 805, 160, 552, 7, 20, 101, 348, 2710, 734, 346, 7, 6, 4, 752, 856, 4, 236, 430, 2, 5, 4, 1908, 856, 429, 32, 3986, 1654, 70, 30, 777, 67, 4, 3594, 1249, 1447, 2179, 42, 9311, 21, 29, 70, 82, 3260, 309, 67, 2, 42, 1447, 23, 4, 2770, 7, 7084, 27, 147, 3499, 9, 1706, 11, 4, 488, 2705, 3203, 4, 508]",68
904,"[1, 6, 22, 44, 4, 649, 200, 6, 132, 5, 2, 198, 55, 2781, 7, 4, 631, 3127, 60, 180, 8, 6, 136, 729, 8, 54, 3164, 2, 109, 2938, 4, 648, 7, 27, 1461, 638, 6, 2092, 741, 4242, 11, 6, 1797, 11, 4, 2092, 4, 293, 109, 2938, 4, 648, 7, 4, 2, 638, 6, 2092, 741, 4242, 21, 11, 4, 1961, 458, 2, 2154, 42, 9052, 2288, 4822, 9190, 39, 6, 55, 346, 2, 65, 4, 22, 9, 24, 404, 21, 6, 1694, 57, 329, 477, 324, 80, 7370, 72, 18, 2485, 709, 7, 158]",98
905,"[1, 8, 72, 14, 20, 16, 43, 1044, 1499, 550, 5, 2502, 138, 122, 4, 2535, 2257, 8, 5702, 143, 5859, 12, 166, 57, 281, 4, 277, 16, 5334, 5, 93, 57, 281, 1689, 11, 4, 130, 13, 16, 1383, 15, 4, 5859, 62, 516, 316, 10, 10, 798, 14, 31, 33, 32, 2205, 24, 60, 3179, 100, 607, 12]",60
906,"[1, 51, 6, 3648, 22, 13, 566, 264, 15, 13, 165, 1829, 180, 5, 296, 12, 6, 55, 55, 55, 55, 55, 55, 1235, 781, 19, 57, 1653, 944, 1689, 4, 38, 446, 5969, 844, 26, 5006, 373, 5, 4, 114, 16, 38, 78, 207, 1551, 12, 173, 7, 4, 22, 16, 93, 33, 4, 2, 265, 11, 2, 11, 13, 104, 5418, 315, 4, 779, 1758, 2, 50, 13, 16, 50, 5, 244, 1264, 13, 161, 977, 11, 101, 7, 4, 139, 617, 11, 4, 22, 12, 100, 28, 77, 52, 51, 6, 2240]",95
907,"[1, 103, 319, 14, 22, 13, 421, 1195, 8, 61, 2879, 5, 48, 13, 69, 110, 31, 53, 786, 13, 62, 28, 69, 8, 3409, 8, 4, 3868, 5, 6917, 2, 3422, 6, 1195, 22, 15, 16, 24, 163, 5, 16, 24, 290, 4, 278, 101, 278, 33, 32, 48, 1814, 126, 494, 8, 67, 14, 20, 92, 129, 362, 80, 115, 3461, 25, 5, 80, 2308, 7855, 18, 6, 1269, 38, 48, 25, 1107, 129, 6156, 4421, 5, 181, 8, 2, 129, 6156, 330, 591, 92, 67, 14, 20, 13, 7017, 7, 25, 92]",95
908,"[1, 14, 100, 28, 77, 6, 52, 7421, 21, 51, 6, 947, 13, 69, 14, 22, 54, 13, 16, 6, 750, 3038, 54, 13, 276, 4, 22, 295, 5, 296, 12, 13, 197, 13, 69, 49, 2, 46, 7, 661, 17, 12, 679, 46, 13, 161, 5, 48, 13, 122, 1337, 62, 28, 1925, 13, 426, 822, 46, 803, 170, 23, 1462, 37, 2529, 46, 184, 76, 421, 4, 172, 96]",71
909,"[1, 8034, 2, 520, 14, 20, 6, 52, 733, 21, 12, 9, 394, 12, 9, 55, 5903, 4, 1285, 9, 710, 5, 4, 228, 9, 2, 11, 192, 12, 9, 38, 710, 12, 9, 220, 2268, 12, 238, 28, 77, 49, 253, 11, 9075, 21, 13, 70, 24, 838, 259, 2961, 12, 11, 3831]",54
910,"[1, 9590, 2, 9, 35, 154, 3357, 363, 325, 883, 21, 19, 383, 5, 1006, 5, 1505, 57, 1531, 4, 65, 304, 273, 23, 6, 3888, 1111, 315, 7289, 4, 9656, 3854, 8, 193, 120, 4, 1111, 21, 19, 1124, 2, 50, 9, 6, 731, 5929, 93, 56, 7, 6, 3888, 378, 5, 4, 1122, 1705, 327, 354, 34, 32, 4, 156, 7227, 2, 118, 157, 246]",67
911,"[1, 14, 20, 203, 2, 977, 8, 30, 2, 5, 18, 2, 2, 12, 186, 8, 30, 4, 2749, 312, 396, 20, 21, 11, 192, 12, 304, 35, 1202, 5, 1301, 168, 33, 4, 312, 396, 585, 12, 152, 2, 49, 2270, 277, 121, 4, 2, 5, 4, 1063, 362, 2, 12, 152, 653, 51, 575, 11, 2, 12, 43, 1027, 8, 2, 19, 12, 14, 9, 6, 66, 87, 253, 483, 4051, 20, 52, 18, 2521, 5, 18, 148, 37, 70, 131, 377, 112, 31]",86
912,"[1, 1133, 13, 124, 32, 206, 632, 9, 1524, 6, 6920, 11, 4, 2601, 137, 497, 8, 2421, 2736, 4, 78, 493, 242, 8, 202, 6, 2, 641, 8, 135, 133, 13, 244, 582, 10, 10, 198, 31, 7, 4, 1245, 139, 25, 70, 462, 33, 13, 104, 4, 20, 144, 11, 4, 212, 2385, 10, 10, 373, 940, 373, 229, 78, 116, 706, 318, 302, 36, 343, 6, 6105, 38, 36, 70, 2421, 50, 116, 11, 2601, 10, 10, 342, 46, 7, 158, 15, 82, 18, 231, 72, 462, 267, 33, 148, 1235, 2497]",95
913,"[1, 54, 13, 16, 6, 506, 14, 16, 4, 20, 13, 296, 13, 104, 12, 9, 6, 87, 20, 18, 4, 362, 8, 106, 5, 846, 92, 28, 8, 30, 1595, 7, 101, 567, 42, 9579, 1218, 2, 9, 6, 7771, 185, 250, 5, 59, 9, 269, 8, 97, 4, 3441, 140, 245, 59, 659, 15, 142, 42, 294, 9, 269, 8, 2114, 4, 2436, 7, 113, 5, 401, 12, 18, 533, 13, 119, 14, 20, 5, 13, 104, 15, 60, 1473, 70, 358, 14, 20]",86
914,"[1, 18, 32, 15, 47, 77, 301, 44, 4, 875, 551, 5, 4, 7096, 15, 3391, 12, 591, 81, 24, 4909, 51, 13, 235, 8, 30, 4, 91, 674, 173, 7, 4, 22, 4, 2, 3047, 7, 316, 8, 401, 68, 3114, 143, 68, 5962, 726, 1951, 19, 532, 2, 915, 2, 6, 861, 2, 42, 60, 113, 410, 1462, 9, 406]",62
915,"[1, 13, 188, 6, 1968, 46, 7, 3622, 660, 8, 27, 4817, 168, 207, 224, 6, 176, 7, 2, 2, 155, 11, 61, 113, 21, 13, 115, 556, 259, 540, 29, 2738, 44, 27, 611, 63, 2, 180, 2190, 103, 29, 645, 231, 379, 102, 40, 521, 758, 1748, 2314, 16, 1822, 424, 8, 30, 6, 755, 8, 1065, 2, 2, 15, 2, 491, 5482, 4, 6843, 9, 11, 798, 1748, 2314]",72
916,"[1, 5813, 188, 72, 8, 4, 1716, 10, 10, 2017, 80, 193, 25, 245, 39, 14, 2, 7, 58, 10, 10, 55, 78, 285, 10, 10, 81, 25, 66, 181, 8, 67, 6, 3606, 662, 19, 6, 9603, 2701, 10, 10, 1745]",42
917,"[1, 17, 35, 1233, 3478, 7982, 1909, 13, 215, 974, 14, 9, 61, 514, 7982, 20, 60, 2, 2335, 18, 767, 7449, 294, 697, 142, 44, 2, 54, 36, 1040, 4, 20, 608, 24, 821, 21, 12, 9, 6, 212, 5, 47, 32, 7, 4, 1004, 640, 39, 4, 7982, 1147, 6, 87, 177, 19, 4, 2749, 8443, 7982, 493, 23, 4, 8535, 5, 263, 1737, 23, 4, 2, 2074, 407, 34, 4, 96, 15, 817, 2, 2, 1437, 21, 36, 181, 747, 411, 11, 661, 8, 1208, 14, 9, 4, 2, 11, 2909, 133, 10, 10, 347, 158]",99
918,"[1, 13, 197, 14, 20, 16, 1190, 5, 4, 107, 493, 1851, 5, 8114, 26, 2, 13, 657, 13, 100, 106, 12, 120, 5, 120, 13, 447, 4, 114, 5, 226, 1120, 7, 4, 20, 12, 9, 87, 5, 13, 657, 13, 69, 6700, 12, 236, 314, 1851, 13, 119, 25]",51
919,"[1, 146, 633, 6, 337, 7, 498, 5, 2189, 108, 21, 54, 13, 219, 14, 31, 61, 2097, 16, 12, 215, 30, 446, 5148, 88, 12, 166, 57, 281, 4, 206, 9, 5814, 137, 33, 4, 172, 58, 12, 2, 39, 31, 1622, 8, 160, 50, 713, 195, 2818, 8, 97, 12, 788, 37, 9, 37, 5, 51, 68, 1519, 26, 684, 4, 293, 213, 16, 8, 123, 15, 11, 4, 393, 7, 588, 8584, 5, 1228, 916, 5, 2, 2003, 4, 4318, 2564, 34, 4, 1722, 15, 30, 9, 8, 2, 6, 484, 1356, 328, 132]",97
920,"[1, 13, 28, 110, 5, 510, 32, 7, 4, 2, 102, 5, 13, 215, 135, 36, 401, 397, 128, 128, 19, 257, 31, 2, 5838, 9, 777, 5, 61, 2, 494, 8, 30, 43, 40, 41, 146, 1264, 36, 839, 11, 6, 597, 109, 18, 2, 2, 38, 75, 70, 535, 8, 67, 53, 1127, 287, 2, 9, 307, 1279, 5, 1047, 5, 1724, 33, 4, 172, 58, 5, 285, 101, 668, 100, 1762, 8, 30]",76
921,"[1, 4, 86, 171, 234, 800, 4, 1043, 5, 2, 4, 4956, 109, 71, 184, 737, 262, 19, 1560, 1393, 21, 12, 66, 2, 103, 15, 14, 9, 43, 5323, 194, 132, 5, 117, 2227, 554, 538, 39, 96, 145, 19, 57, 2, 33, 32, 13, 124, 15, 4, 973, 242, 1637, 14, 554, 8, 123, 15, 4956, 16, 43, 17, 2227, 11, 27, 1155, 532, 21, 13, 258, 14, 554, 262, 2227, 5]",74
922,"[1, 4, 274, 7, 113, 16, 247, 40, 6, 346, 2, 4, 2, 18, 8723, 375, 368, 1615, 20, 10, 10, 14, 20, 152, 359, 8, 30, 110, 23, 4, 194, 268, 106, 12, 19, 6, 171, 369, 37, 26, 4314, 6108, 42, 2451, 5286, 451, 42, 128, 131, 353, 8, 2, 49, 2]",54
923,"[1, 14, 22, 9, 6, 964, 2696, 2, 9, 96, 128, 11, 32, 1409, 114, 116, 3289, 525, 935, 4, 816, 9, 31, 7, 4, 91, 616, 207, 126, 557, 13, 16, 491, 8, 2, 4, 22, 43, 8, 2925, 12, 56, 342, 46, 7, 158, 381]",47
924,"[1, 13, 2488, 67, 89, 49, 84, 2488, 169, 14, 22, 163, 13, 219, 4, 130, 7, 12, 23, 1749, 102, 11, 3045, 197, 13, 62, 34, 4, 288, 237, 95, 13, 28, 1498, 61, 4668, 7, 19, 411, 40, 462, 5, 4825, 314, 6951, 54, 36, 115, 79, 101, 1699, 2018, 444, 13, 104, 14, 22, 9, 55, 55, 163]",61
925,"[1, 13, 16, 3595, 770, 19, 14, 31, 45, 165, 179, 221, 5, 1728, 4, 177, 9, 565, 60, 2130, 2, 7564, 2, 47, 216, 83, 41, 205, 17, 35, 524, 328, 5, 428, 215, 28, 66, 270, 41, 879, 6748, 13, 28, 115, 110, 41, 11, 14, 76, 4401, 395, 6, 4028, 109, 48, 2, 208, 100, 30, 6, 3449, 3587, 569]",63
926,"[1, 6, 189, 431, 270, 1116, 8, 2111, 21, 131, 11, 45, 297, 46, 100, 2337, 6, 171, 7, 148, 15, 26, 42, 714, 5718, 54, 36, 67, 4840, 467, 68, 2391, 13, 1498, 33, 12, 151, 12, 16, 776, 8, 2, 4, 283, 455, 5, 27, 116, 161, 339, 14, 64, 1638, 8, 2, 267, 60, 128, 2, 9, 24, 76, 7, 6, 189, 431, 18, 148, 2189, 7, 4, 512, 21, 148, 3887, 144, 79, 6, 171, 4072, 919, 5, 35, 221, 5113, 33, 1124, 189, 438, 1086, 158]",91
927,"[1, 14, 9, 31, 7, 4, 118, 108, 207, 110, 11, 4, 236, 153, 5, 2, 4091, 11, 68, 5489, 555, 29, 17, 6, 2340, 9855, 2056, 5, 59, 17, 35, 7309, 2, 715, 528, 81, 14, 991, 1351, 4917, 12, 8, 135, 15, 14, 9, 6, 20, 15, 5644, 4, 3778, 499, 7, 119, 5, 4, 1460, 2, 5, 7391, 18, 532, 2, 15, 140, 19, 12, 261, 45, 1810, 17, 6, 22, 1359, 859, 15, 6905, 1034, 19, 7134, 5, 2, 67, 4, 2038, 305, 5, 1694, 9891, 8, 49, 388, 7, 87, 1360, 936]",97
928,"[1, 61, 558, 14, 16, 6, 777, 22, 175, 58, 75, 106, 12, 304, 178, 8, 160, 273, 7, 1318, 2, 7910, 71, 256, 2105, 34, 2, 3753, 36, 122, 6, 777, 292, 2, 4, 555, 7, 263, 107, 1640, 2, 316, 12, 9, 6, 215, 67, 5366, 2, 624, 7, 14, 20, 48, 1206, 447, 825, 19, 4, 1933, 25, 80, 119, 14, 2387, 201, 140, 2, 140]",69
929,"[1, 13, 66, 510, 14, 20, 18, 51, 12, 9, 6, 163, 117, 22, 15, 152, 193, 410, 99, 615, 114, 2, 26, 1439, 2587, 38, 13, 528, 140, 83, 1373, 488, 218, 44, 6, 1315, 114, 553, 12, 43, 3861, 23, 6, 87, 863, 5, 304, 4, 529, 23, 6, 389, 1320, 1189, 10, 10, 308, 2, 239, 17, 6, 3629, 3412, 761, 1715, 1449, 2, 3274, 1889, 2344, 9, 43, 404, 5, 37, 152, 119, 2, 10, 10, 106, 14, 48, 25, 181, 8, 28, 6, 171, 919, 5, 6, 444, 52, 58, 545, 1178]",97
930,"[1, 14, 20, 9, 78, 10, 10, 14, 20, 9, 66, 78, 10, 10, 14, 20, 9, 238, 17, 73, 30, 320, 6, 786, 196, 5, 617, 6305, 211, 11, 6, 3438, 88, 1390, 79, 4, 172, 962, 10, 10, 4, 1699, 2666, 132, 6, 2757, 4, 1699, 5, 214, 3222, 34, 132, 503, 132, 6, 2, 125, 132, 503, 5, 95, 5945, 56, 4, 1699, 3260, 10, 10, 14, 9, 4, 436, 20, 10, 10, 81, 24, 106, 14, 20, 1684, 72]",83
931,"[1, 14, 20, 47, 175, 1591, 7, 175, 8348, 42, 2, 3112, 20, 10, 10, 190, 12, 9, 24, 1097, 4063, 1216, 8, 52, 354, 34, 2, 5, 5, 279, 10, 10, 51, 9, 2789, 78, 151, 9, 4, 1222, 8695, 36, 353, 8, 1345, 125, 17, 412, 206, 139, 430, 449, 430, 4, 1683, 139, 11, 4, 236, 2, 814, 11, 4907, 26, 128, 74, 134, 814, 2766, 153, 303, 4, 547, 7, 66, 3292, 2, 180, 129, 6235, 10, 10, 6, 2240, 14, 100, 28, 77, 6, 76, 128, 20, 19, 6, 117, 53, 352, 5, 1296]",99
932,"[1, 48, 25, 26, 785, 2174, 95, 25, 169, 14, 20, 576, 163, 45, 52, 43, 52, 70, 151, 838, 15, 2576, 42, 2, 92, 384, 76, 11, 631]",29
